day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre
5,False,MostlyCloudy,temp_hot,Home,STILL,steps_q5,no_send,no_send,39,32,True,high,common,179
1,True,Clear,temp_mild,Home,STILL,steps_q6,activity,no_response,39,34,False,high,common,306
2,False,PartlyCloudy,temp_mild,Store,STILL,steps_q5,no_send,no_send,39,34,False,high,common,229
3,False,Overcast,temp_mild,Store,STILL,steps_q1,no_send,no_send,39,34,False,high,common,3
4,True,Clear,temp_mild,Store,STILL,steps_q2,activity,good,39,34,False,high,common,51
1,False,Rain,temp_cool,Healthcare,STILL,steps_q6,no_send,no_send,39,37,True,high,common,271
2,True,Clear,temp_mild,Healthcare,STILL,steps_zero,non_activity,bad,39,37,True,high,common,0
3,True,MostlyCloudy,temp_cool,Store,STILL,steps_q6,activity,no_response,39,37,True,high,common,246
4,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q4,activity,no_response,39,37,True,high,common,124
5,True,Clear,temp_cool,Store,STILL,steps_q8,activity,no_response,39,37,True,high,common,693
2,False,Overcast,temp_cool,Home,STILL,steps_zero,no_send,no_send,39,38,True,high,common,0
3,True,Overcast,temp_mild,Home,STILL,steps_q1,non_activity,no_response,39,38,True,high,common,31
4,True,Overcast,temp_cool,Home,STILL,steps_high,activity,no_response,39,38,True,high,common,1659
5,False,Overcast,temp_cool,Home,STILL,steps_q5,no_send,no_send,39,38,True,high,common,177
2,True,Overcast,temp_mild,Work,STILL,steps_zero,non_activity,bad,39,39,True,high,common,0
3,False,Overcast,temp_mild,Work,STILL,steps_high,no_send,no_send,39,39,True,high,common,851
4,False,Overcast,temp_cool,Home,STILL,steps_q5,no_send,no_send,39,39,True,high,common,178
1,True,MostlyCloudy,temp_mild,Healthcare,STILL,steps_q8,activity,no_response,39,40,True,high,common,648
2,True,MostlyCloudy,temp_mild,Work,STILL,steps_q2,non_activity,no_response,39,40,True,high,common,54
3,False,MostlyCloudy,temp_mild,University,ON_MOVE,steps_q1,no_send,no_send,39,40,True,high,common,34
4,True,MostlyCloudy,temp_mild,Restaurant,ON_MOVE,steps_q8,no_send,no_send,39,40,True,high,common,569
5,True,MostlyCloudy,temp_mild,Store,STILL,steps_q5,activity,good,39,40,True,high,common,167
1,True,Overcast,temp_cool,Home,STILL,steps_q8,activity,no_response,39,41,False,high,common,700
2,True,Overcast,temp_cold,Home,STILL,steps_high,activity,good,39,41,False,high,common,1359
4,True,Overcast,temp_cool,Home,STILL,steps_q4,non_activity,no_response,39,41,False,high,common,163
5,True,Overcast,temp_cool,Home,STILL,steps_q7,non_activity,no_response,39,41,False,high,common,423
1,True,Clear,temp_warm,Healthcare,STILL,steps_q6,activity,no_response,40,1,True,high,rare,285
2,True,Clear,temp_hot,Healthcare,STILL,steps_q7,non_activity,good,40,1,True,high,rare,371
3,True,Clear,temp_hot,Healthcare,STILL,steps_zero,non_activity,good,40,1,True,high,rare,0
4,True,Clear,temp_hot,Healthcare,STILL,steps_q1,activity,no_response,40,1,True,high,rare,19
5,False,Clear,temp_hot,Healthcare,STILL,steps_q1,no_send,no_send,40,1,True,high,rare,32
1,True,MostlyCloudy,temp_cool,FurnitureStore,STILL,steps_q5,non_activity,no_response,40,4,True,high,rare,190
2,True,Overcast,temp_cool,FurnitureStore,STILL,steps_q3,non_activity,good,40,4,True,high,rare,101
3,False,MostlyCloudy,temp_cool,FurnitureStore,STILL,steps_q1,no_send,no_send,40,4,True,high,rare,19
4,True,Overcast,temp_cool,FurnitureStore,STILL,steps_q4,non_activity,no_response,40,4,True,high,rare,129
5,True,Overcast,temp_cool,FurnitureStore,STILL,steps_q8,activity,good,40,4,True,high,rare,462
1,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,40,5,True,high,rare,0
2,False,Clear,temp_mild,University,STILL,steps_q1,no_send,no_send,40,5,True,high,rare,21
3,False,PartlyCloudy,temp_cool,FurnitureStore,STILL,steps_high,no_send,no_send,40,5,True,high,rare,5321
4,False,PartlyCloudy,temp_cool,Work,STILL,steps_q8,no_send,no_send,40,5,True,high,rare,497
5,True,MostlyCloudy,temp_cool,Restaurant,STILL,steps_q1,non_activity,no_response,40,5,True,high,rare,23
1,True,Clear,temp_mild,Store,STILL,steps_q3,activity,no_response,40,6,False,high,rare,79
2,False,Overcast,temp_mild,Home,STILL,steps_zero,no_send,no_send,40,6,False,high,rare,0
3,True,Overcast,temp_mild,Park,STILL,steps_zero,activity,no_response,40,6,False,high,rare,0
4,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,40,6,False,high,rare,0
5,True,Overcast,temp_warm,Home,STILL,steps_q8,activity,no_response,40,6,False,high,rare,661
1,True,Clear,temp_cool,University,STILL,steps_q7,activity,bad,40,7,False,high,rare,453
4,False,Clear,temp_warm,Home,STILL,steps_q3,no_send,no_send,40,7,False,high,rare,94
5,True,Clear,temp_mild,Home,STILL,steps_q4,non_activity,no_response,40,7,False,high,rare,124
1,True,Overcast,temp_mild,Home,STILL,steps_q3,non_activity,bad,40,8,True,high,rare,100
2,True,Overcast,temp_mild,Home,STILL,steps_zero,non_activity,bad,40,8,True,high,rare,0
3,True,Rain,temp_mild,Home,STILL,steps_q6,non_activity,no_response,40,8,True,high,rare,258
4,False,Overcast,temp_mild,Home,STILL,steps_q6,no_send,no_send,40,8,True,high,rare,244
5,False,Overcast,temp_mild,Home,STILL,steps_q3,no_send,no_send,40,8,True,high,rare,75
1,True,Clear,temp_cool,Healthcare,STILL,steps_zero,non_activity,good,40,10,True,high,rare,0
3,False,Clear,temp_cool,Healthcare,STILL,steps_high,no_send,no_send,40,10,True,high,rare,1088
4,False,Clear,temp_cool,Healthcare,STILL,steps_q1,no_send,no_send,40,10,True,high,rare,22
5,True,Clear,temp_mild,Healthcare,STILL,steps_q6,activity,good,40,10,True,high,rare,306
1,False,Clear,temp_cool,University,STILL,steps_q8,no_send,no_send,40,11,True,high,rare,481
2,True,MostlyCloudy,temp_mild,University,STILL,steps_zero,non_activity,good,40,11,True,high,rare,0
3,False,MostlyCloudy,temp_mild,University,STILL,steps_q7,no_send,no_send,40,11,True,high,rare,320
4,False,Clear,temp_hot,University,STILL,steps_zero,no_send,no_send,40,11,True,high,rare,0
5,True,Clear,temp_warm,University,STILL,steps_high,non_activity,no_response,40,11,True,high,rare,2567
1,True,Overcast,temp_mild,University,STILL,steps_q7,non_activity,no_response,40,13,False,high,rare,422
2,True,Rain,temp_hot,University,STILL,steps_q2,non_activity,no_response,40,13,False,high,rare,72
3,True,MostlyCloudy,temp_warm,ElectronicsStore,STILL,steps_high,activity,good,40,13,False,high,rare,909
4,False,MostlyCloudy,temp_mild,ElectronicsStore,STILL,steps_q6,no_send,no_send,40,13,False,high,rare,280
5,True,Clear,temp_hot,Store,STILL,steps_q7,non_activity,good,40,13,False,high,rare,321
1,True,Clear,temp_mild,Healthcare,STILL,steps_q4,non_activity,no_response,40,16,True,high,rare,116
2,False,Clear,temp_cool,Healthcare,STILL,steps_q4,no_send,no_send,40,16,True,high,rare,123
3,True,Clear,temp_cool,University,STILL,steps_q3,non_activity,no_response,40,16,True,high,rare,79
4,False,Clear,temp_cool,Healthcare,STILL,steps_q4,no_send,no_send,40,16,True,high,rare,120
5,True,Clear,temp_mild,Healthcare,STILL,steps_q2,activity,good,40,16,True,high,rare,65
1,False,MostlyCloudy,temp_cool,Home,STILL,steps_q5,no_send,no_send,40,18,True,high,rare,179
2,True,Overcast,temp_cool,Work,STILL,steps_q4,non_activity,bad,40,18,True,high,rare,151
3,False,Overcast,temp_cold,Home,STILL,steps_q1,no_send,no_send,40,18,True,high,rare,21
4,False,Overcast,temp_cold,Work,STILL,steps_q4,no_send,no_send,40,18,True,high,rare,132
5,False,MostlyCloudy,temp_cold,University,ON_MOVE,steps_q3,no_send,no_send,40,18,True,high,rare,73
1,True,Clear,temp_cool,Home,STILL,steps_q3,non_activity,no_response,40,19,True,high,rare,77
2,False,Clear,temp_cold,Home,STILL,steps_q2,no_send,no_send,40,19,True,high,rare,53
3,False,Clear,temp_cool,Home,STILL,steps_zero,no_send,no_send,40,19,True,high,rare,0
4,True,Clear,temp_cool,Home,STILL,steps_q1,non_activity,no_response,40,19,True,high,rare,16
5,True,Clear,temp_cool,Home,STILL,steps_q2,activity,good,40,19,True,high,rare,50
1,False,Clear,temp_hot,Work,STILL,steps_zero,no_send,no_send,40,20,False,high,rare,0
2,True,Clear,temp_warm,Home,STILL,steps_high,non_activity,no_response,40,20,False,high,rare,2112
4,True,Clear,temp_warm,Home,STILL,steps_high,activity,no_response,40,20,False,high,rare,1043
5,True,Clear,temp_warm,Store,STILL,steps_zero,non_activity,no_response,40,20,False,high,rare,0
1,False,Overcast,temp_cold,Home,STILL,steps_q6,no_send,no_send,40,21,False,high,rare,233
2,False,Clear,temp_mild,Home,STILL,steps_q6,no_send,no_send,40,21,False,high,rare,293
3,False,Clear,temp_cold,Home,STILL,steps_q3,no_send,no_send,40,21,False,high,rare,90
4,True,Clear,temp_mild,Healthcare,STILL,steps_zero,non_activity,good,40,21,False,high,rare,0
5,False,Clear,temp_mild,Healthcare,STILL,steps_zero,no_send,no_send,40,21,False,high,rare,0
1,False,Rain,temp_cold,University,STILL,steps_q4,no_send,no_send,40,22,True,high,rare,160
3,True,Overcast,temp_cold,Gym,STILL,steps_high,activity,bad,40,22,True,high,rare,897
4,False,Overcast,temp_cold,University,STILL,steps_q3,no_send,no_send,40,22,True,high,rare,104
5,True,Clear,temp_cool,University,STILL,steps_q5,non_activity,good,40,22,True,high,rare,191
1,True,Clear,temp_hot,Home,STILL,steps_q6,non_activity,no_response,40,25,True,high,rare,302
2,True,Clear,temp_hot,Home,STILL,steps_q8,non_activity,no_response,40,25,True,high,rare,565
3,True,Overcast,temp_hot,Home,STILL,steps_q2,non_activity,no_response,40,25,True,high,rare,57
4,True,Overcast,temp_hot,Home,STILL,steps_q5,activity,good,40,25,True,high,rare,179
5,True,Overcast,temp_hot,Home,STILL,steps_q6,activity,no_response,40,25,True,high,rare,309
1,True,Clear,temp_mild,Work,STILL,steps_q5,activity,no_response,40,26,True,high,rare,225
3,True,Clear,temp_warm,Work,STILL,steps_zero,activity,good,40,26,True,high,rare,0
4,True,Clear,temp_warm,Work,STILL,steps_q7,activity,no_response,40,26,True,high,rare,317
5,False,Clear,temp_warm,Home,STILL,steps_q1,no_send,no_send,40,26,True,high,rare,35
1,False,Overcast,temp_cool,ElectronicsStore,STILL,steps_q2,no_send,no_send,40,27,False,high,rare,38
2,True,Clear,temp_mild,Restaurant,STILL,steps_q6,non_activity,no_response,40,27,False,high,rare,249
3,True,Overcast,temp_mild,Restaurant,STILL,steps_q1,activity,no_response,40,27,False,high,rare,24
4,True,Clear,temp_warm,Restaurant,STILL,steps_q4,non_activity,no_response,40,27,False,high,rare,120
5,True,Clear,temp_mild,Restaurant,STILL,steps_high,activity,good,40,27,False,high,rare,1025
2,False,Clear,temp_hot,Home,STILL,steps_q4,no_send,no_send,40,29,True,high,rare,119
3,True,Clear,temp_hot,Home,STILL,steps_q3,non_activity,no_response,40,29,True,high,rare,84
4,True,Clear,temp_hot,Home,STILL,steps_zero,non_activity,good,40,29,True,high,rare,0
5,True,Clear,temp_hot,Home,STILL,steps_high,non_activity,no_response,40,29,True,high,rare,1355
1,False,Overcast,temp_cool,Store,STILL,steps_zero,no_send,no_send,40,31,True,high,rare,0
2,True,Overcast,temp_cool,Store,ON_MOVE,steps_zero,no_send,no_send,40,31,True,high,rare,0
3,True,Overcast,temp_cold,Restaurant,ON_MOVE,steps_q5,no_send,no_send,40,31,True,high,rare,170
4,True,Overcast,temp_cold,Store,STILL,steps_q3,non_activity,no_response,40,31,True,high,rare,81
5,False,Overcast,temp_cold,Store,STILL,steps_q3,no_send,no_send,40,31,True,high,rare,109
1,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,40,32,True,high,rare,0
2,False,Clear,temp_cool,Work,STILL,steps_q2,no_send,no_send,40,32,True,high,rare,47
3,False,Clear,temp_cold,Work,STILL,steps_zero,no_send,no_send,40,32,True,high,rare,0
4,True,Clear,temp_mild,Restaurant,STILL,steps_zero,non_activity,bad,40,32,True,high,rare,0
5,True,Clear,temp_cool,Healthcare,STILL,steps_q6,activity,bad,40,32,True,high,rare,249
1,True,Overcast,temp_mild,ElectronicsStore,STILL,steps_q3,non_activity,good,40,33,True,high,rare,93
2,True,MostlyCloudy,temp_mild,Restaurant,STILL,steps_q7,activity,good,40,33,True,high,rare,321
3,True,Overcast,temp_mild,Work,STILL,steps_q6,activity,good,40,33,True,high,rare,248
4,True,MostlyCloudy,temp_mild,Restaurant,STILL,steps_zero,activity,good,40,33,True,high,rare,0
5,False,MostlyCloudy,temp_mild,Home,STILL,steps_q3,no_send,no_send,40,33,True,high,rare,103
1,False,Clear,temp_cool,Home,STILL,steps_q2,no_send,no_send,40,34,False,high,rare,55
2,False,MostlyCloudy,temp_cool,Park,STILL,steps_q3,no_send,no_send,40,34,False,high,rare,85
3,False,PartlyCloudy,temp_cool,Work,STILL,steps_q3,no_send,no_send,40,34,False,high,rare,103
4,True,Overcast,temp_cool,Restaurant,STILL,steps_q5,non_activity,bad,40,34,False,high,rare,172
5,False,MostlyCloudy,temp_cool,Home,STILL,steps_q3,no_send,no_send,40,34,False,high,rare,78
1,True,Overcast,temp_cold,Store,ON_MOVE,steps_zero,no_send,no_send,40,35,False,high,rare,0
2,True,Rain,temp_cool,Home,STILL,steps_q6,non_activity,no_response,40,35,False,high,rare,241
3,False,Overcast,temp_cold,Home,STILL,steps_q6,no_send,no_send,40,35,False,high,rare,251
4,False,Overcast,temp_cold,Home,STILL,steps_zero,no_send,no_send,40,35,False,high,rare,0
5,True,Overcast,temp_cool,Store,STILL,steps_zero,activity,no_response,40,35,False,high,rare,0
1,True,Overcast,temp_cool,Healthcare,STILL,steps_q2,non_activity,no_response,40,38,True,high,rare,70
2,True,MostlyCloudy,temp_cool,Home,STILL,steps_q6,non_activity,no_response,40,38,True,high,rare,252
3,True,Overcast,temp_cool,Healthcare,STILL,steps_q7,activity,good,40,38,True,high,rare,354
4,False,Overcast,temp_cool,Home,STILL,steps_q3,no_send,no_send,40,38,True,high,rare,97
1,True,MostlyCloudy,temp_cold,Store,STILL,steps_q5,non_activity,no_response,40,40,True,high,rare,193
2,True,PartlyCloudy,temp_cool,Store,ON_MOVE,steps_q7,no_send,no_send,40,40,True,high,rare,355
3,True,Overcast,temp_cool,Store,STILL,steps_q5,activity,good,40,40,True,high,rare,193
4,False,Overcast,temp_cold,Home,STILL,steps_q3,no_send,no_send,40,40,True,high,rare,76
5,False,Overcast,temp_cold,Home,STILL,steps_q4,no_send,no_send,40,40,True,high,rare,130
1,False,Clear,temp_hot,FurnitureStore,STILL,steps_q5,no_send,no_send,40,41,False,high,rare,194
2,True,Clear,temp_warm,Healthcare,STILL,steps_q8,activity,good,40,41,False,high,rare,466
3,False,Clear,temp_mild,Store,STILL,steps_q3,no_send,no_send,40,41,False,high,rare,79
4,False,Clear,temp_warm,University,STILL,steps_q1,non_activity,no_response,40,41,False,high,rare,7
5,True,Clear,temp_warm,Healthcare,STILL,steps_q2,non_activity,no_response,40,41,False,high,rare,69
1,True,Overcast,temp_mild,Home,STILL,steps_q4,non_activity,no_response,40,42,False,high,rare,140
2,False,Overcast,temp_mild,Home,STILL,steps_q5,no_send,no_send,40,42,False,high,rare,203
3,True,Overcast,temp_mild,Work,STILL,steps_high,non_activity,good,40,42,False,high,rare,895
4,False,Overcast,temp_cool,Home,STILL,steps_q7,no_send,no_send,40,42,False,high,rare,418
5,True,Clear,temp_cool,University,STILL,steps_high,activity,good,40,42,False,high,rare,1007
1,True,Clear,temp_cool,Work,STILL,steps_q6,activity,no_response,41,2,True,mid,common,316
2,True,Clear,temp_cold,Work,STILL,steps_q3,non_activity,no_response,41,2,True,mid,common,103
3,True,Clear,temp_cool,Work,STILL,steps_q4,non_activity,bad,41,2,True,mid,common,151
4,True,Clear,temp_cool,Work,STILL,steps_q2,activity,good,41,2,True,mid,common,64
5,True,Clear,temp_cold,Store,STILL,steps_zero,non_activity,no_response,41,2,True,mid,common,0
1,True,Clear,temp_cold,Home,STILL,steps_zero,activity,no_response,41,4,True,mid,common,0
2,True,Clear,temp_cool,Home,STILL,steps_zero,activity,no_response,41,4,True,mid,common,0
3,True,MostlyCloudy,temp_mild,University,STILL,steps_q6,non_activity,no_response,41,4,True,mid,common,254
4,False,PartlyCloudy,temp_mild,University,ON_MOVE,steps_q4,no_send,no_send,41,4,True,mid,common,137
5,False,Clear,temp_mild,Work,ON_MOVE,steps_zero,no_send,no_send,41,4,True,mid,common,0
1,True,PartlyCloudy,temp_cool,University,STILL,steps_q6,non_activity,no_response,41,5,True,mid,common,306
2,False,PartlyCloudy,temp_cold,Restaurant,STILL,steps_zero,no_send,no_send,41,5,True,mid,common,0
3,True,MostlyCloudy,temp_cool,University,STILL,steps_q4,activity,no_response,41,5,True,mid,common,123
4,True,PartlyCloudy,temp_cold,Restaurant,STILL,steps_q3,non_activity,good,41,5,True,mid,common,97
5,True,PartlyCloudy,temp_cool,Work,STILL,steps_q7,non_activity,good,41,5,True,mid,common,330
1,True,Rain,temp_cold,Store,STILL,steps_q4,non_activity,good,41,6,False,mid,common,141
2,True,Overcast,temp_cold,Store,STILL,steps_q8,activity,good,41,6,False,mid,common,629
5,False,Overcast,temp_cold,Store,STILL,steps_q8,non_activity,no_response,41,6,False,mid,common,645
1,True,Overcast,temp_cold,Home,STILL,steps_q4,activity,good,41,7,False,mid,common,124
2,True,Overcast,temp_cold,Home,STILL,steps_q2,activity,no_response,41,7,False,mid,common,54
3,True,Overcast,temp_cold,Home,STILL,steps_q1,non_activity,good,41,7,False,mid,common,18
4,True,Overcast,temp_cool,Home,STILL,steps_q3,non_activity,no_response,41,7,False,mid,common,75
5,False,PartlyCloudy,temp_cold,Store,STILL,steps_zero,no_send,no_send,41,7,False,mid,common,0
1,True,Overcast,temp_warm,ElectronicsStore,STILL,steps_zero,non_activity,no_response,41,10,True,mid,common,0
2,True,Overcast,temp_warm,ElectronicsStore,STILL,steps_zero,activity,no_response,41,10,True,mid,common,0
3,True,Clear,temp_mild,ElectronicsStore,STILL,steps_q3,non_activity,no_response,41,10,True,mid,common,109
4,True,Overcast,temp_warm,ElectronicsStore,STILL,steps_zero,non_activity,good,41,10,True,mid,common,0
5,True,Clear,temp_warm,ElectronicsStore,STILL,steps_zero,activity,no_response,41,10,True,mid,common,0
1,True,Clear,temp_mild,Home,STILL,steps_q8,activity,no_response,41,11,True,mid,common,571
2,True,Rain,temp_mild,Home,STILL,steps_zero,non_activity,good,41,11,True,mid,common,0
3,False,Clear,temp_mild,University,STILL,steps_q8,no_send,no_send,41,11,True,mid,common,810
4,True,Clear,temp_mild,Home,STILL,steps_q5,activity,no_response,41,11,True,mid,common,230
5,False,Overcast,temp_cool,University,STILL,steps_q1,non_activity,good,41,11,True,mid,common,24
1,False,Overcast,temp_cold,Home,STILL,steps_q5,no_send,no_send,41,12,True,mid,common,194
2,True,MostlyCloudy,temp_cool,Work,STILL,steps_q6,non_activity,no_response,41,12,True,mid,common,282
3,True,Overcast,temp_cold,Work,STILL,steps_q8,non_activity,no_response,41,12,True,mid,common,577
4,True,MostlyCloudy,temp_cold,Work,STILL,steps_zero,activity,no_response,41,12,True,mid,common,0
5,True,MostlyCloudy,temp_cold,Work,STILL,steps_q6,non_activity,no_response,41,12,True,mid,common,302
1,False,Overcast,temp_cool,Home,STILL,steps_q5,no_send,no_send,41,13,False,mid,common,211
2,True,PartlyCloudy,temp_mild,Home,STILL,steps_q6,non_activity,no_response,41,13,False,mid,common,316
3,False,Overcast,temp_cool,Home,STILL,steps_q1,no_send,no_send,41,13,False,mid,common,23
4,True,Clear,temp_cool,Home,STILL,steps_q3,non_activity,no_response,41,13,False,mid,common,99
5,True,Clear,temp_mild,Home,STILL,steps_zero,activity,bad,41,13,False,mid,common,0
1,True,Clear,temp_hot,University,STILL,steps_q3,activity,no_response,41,15,True,mid,common,97
2,True,MostlyCloudy,temp_warm,University,STILL,steps_zero,non_activity,no_response,41,15,True,mid,common,0
